player_name,player_id,league,season,team_id,role_group,minutes,age,xg_p90,non_penalty_xg_p90,goals_p90,shots_p90,shots_on_target_p90,big_chances_p90,xa_p90,assists_p90,key_passes_p90,chances_created_p90,touches_in_box_p90,penalty_area_entries_p90,progressive_passes_p90,dribbles_p90,crosses_completed_p90,tackles_won_p90,interceptions_p90,blocks_p90,clearances_p90,headers_won_p90,aerial_duels_won_p90,pressures_p90,successful_pressures_p90,possession_won_p90,possession_lost_p90,saves_p90,save_pct,xg_prevented_p90,corners,crossing,dribbling,finishing,first_touch,free_kick_taking,heading,long_shots,long_throws,marking,passing,penalty_taking,tackling,technique,aggression,anticipation,bravery,composure,concentration,decisions,determination,flair,leadership,off_the_ball,positioning,teamwork,vision,work_rate,acceleration,agility,balance,jumping_reach,natural_fitness,pace,stamina,strength,aerial_reach,command_of_area,communication,eccentricity,handling,kicking,one_on_ones,reflexes,rushing_out,punching_tendency,throwing,market_value,asking_price,wage,contract_months,owned
Club F DC 1,ClubF-DC-1,Example League,2024/25,Club F,DC,2427,27,0.035,0.033,0.072,0.3,0.129,0.032,0.049,0.042,0.15,0.15,0.25,0.2,3.645,0.05,0.03,2.25,2.05,1.52,3.4,2.45,2.5,8.068,5.325,2.1,0.159,0,0,0,18.5,19.2,15.1,15.1,17.8,17.8,20,18.8,17.8,20,19.5,18.1,20,18.1,18.8,20,20,18.1,20,19.1,19.2,15.8,18.8,18.5,20,19.2,17.8,18.1,18.5,18.5,18.5,20,18.8,19.1,18.5,20,18.5,18.8,19.2,18.5,19.2,18.5,17.8,19.2,17.8,18.5,19.2,14945400,16514667,35745,18,False
Club F DC 2,ClubF-DC-2,Example League,2024/25,Club F,DC,829,30,0.035,0.033,0.068,0.3,0.128,0.032,0.048,0.041,0.15,0.15,0.25,0.2,3.59,0.05,0.03,2.25,2.05,1.52,3.4,2.45,2.5,7.928,5.232,2.1,0.194,0,0,0,18,18.7,14.6,14.6,17.3,17.3,20,18.3,17.3,20,19,17.6,20,17.6,18.3,20,20,17.6,20,18.6,18.7,15.3,18.3,18,20,18.7,17.3,17.6,18,18,18,20,18.3,18.6,18,20,18,18.3,18.7,18,18.7,18,17.3,18.7,17.3,18,18.7,12200350,13481387,32767,24,False
Club F DL 1,ClubF-DL-1,Example League,2024/25,Club F,DL,2444,28,0.015,0.014,0.069,0.35,0.161,0.014,0.16,0.136,0.98,0.98,0.6,1.1,5,1.142,2.1,1.734,1.45,0.812,2.145,1.338,1.487,8.6,5.676,2.082,-0.023,0,0,0,19.1,20,19.8,18.8,18.4,18.4,19.1,19.5,18.4,19.1,20,18.8,20,18.8,19.5,20,19.1,18.8,19.8,18.8,19.8,19.5,19.5,19.1,20,19.8,18.4,20,20,19.1,19.1,19.8,19.5,20,20,19.8,19.1,19.5,19.8,19.1,19.8,19.1,18.4,19.8,18.4,19.1,19.8,16976588,19183544,37790,24,False
Club F DL 2,ClubF-DL-2,Example League,2024/25,Club F,DL,840,31,0.015,0.014,0.065,0.35,0.161,0.014,0.158,0.134,0.973,0.973,0.6,1.1,4.94,1.122,2.1,1.719,1.438,0.804,2.095,1.308,1.455,8.6,5.635,2.064,0.008,0,0,0,18.6,20,19.3,18.3,17.9,17.9,18.6,19,17.9,18.6,19.6,18.3,20,18.3,19,19.6,18.6,18.3,19.3,18.3,19.3,19,19,18.6,20,19.3,17.9,20,20,18.6,18.6,19.3,19,20,20,19.3,18.6,19,19.3,18.6,19.3,18.6,17.9,19.3,17.9,18.6,19.3,14041788,15867220,34795,30,False
Club F DR 1,ClubF-DR-1,Example League,2024/25,Club F,DR,2461,29,0.015,0.014,0.068,0.35,0.161,0.014,0.159,0.135,0.978,0.978,0.6,1.1,4.985,1.134,2.1,1.729,1.447,0.81,2.125,1.326,1.474,8.6,5.666,2.076,-0.013,0,0,0,18.9,20,19.6,18.6,18.2,18.2,18.9,19.3,18.2,18.9,19.9,18.6,20,18.6,19.3,19.9,18.9,18.6,19.6,18.6,19.6,19.3,19.3,18.9,20,19.6,18.2,20,20,18.9,18.9,19.6,19.3,20,20,19.6,18.9,19.3,19.6,18.9,19.6,18.9,18.2,19.6,18.2,18.9,19.6,16285150,18809348,37107,30,False
Club F DR 2,ClubF-DR-2,Example League,2024/25,Club F,DR,851,20,0.015,0.014,0.064,0.35,0.161,0.014,0.156,0.133,0.969,0.969,0.6,1.1,4.91,1.114,2.1,1.71,1.429,0.8,2.075,1.296,1.442,8.6,5.614,2.054,0.022,0,0,0,18.4,20,19.1,18.1,17.7,17.7,18.4,18.8,17.7,18.4,19.4,18.1,20,18.1,18.8,19.4,18.4,18.1,19.1,18.1,19.1,18.8,18.8,18.4,19.9,19.1,17.7,20,20,18.4,18.4,19.1,18.8,20,20,19.1,18.4,18.8,19.1,18.4,19.1,18.4,17.7,19.1,17.7,18.4,19.1,15093600,17433108,34258,36,False
Club F DM 1,ClubF-DM-1,Example League,2024/25,Club F,DM,2478,30,0.077,0.072,0.127,0.681,0.313,0.069,0.16,0.136,1.18,1.18,0.7,0.8,6.1,0.749,0.15,2.25,1.45,0.82,2.17,1.314,1.461,8.6,5.676,2.1,0.029,0,0,0,18.7,19.4,18.3,18.3,18,18,18.7,19,18,20,20,18.3,20,20,19,20,18.7,18.3,20,20,19.4,19,19,18.7,20,20,20,20,18.7,18.7,18.7,19.4,19,18.3,20,20,18.7,19,19.4,18.7,19.4,18.7,18,19.4,18,18.7,19.4,15608088,18417544,36426,36,False
Club F DM 2,ClubF-DM-2,Example League,2024/25,Club F,DM,862,21,0.074,0.07,0.12,0.672,0.308,0.067,0.158,0.134,1.175,1.175,0.7,0.8,6.1,0.734,0.15,2.245,1.441,0.817,2.145,1.284,1.428,8.6,5.676,2.094,0.047,0,0,0,18.2,18.9,17.8,17.8,17.5,17.5,18.2,18.5,17.5,20,20,17.8,20,20,18.5,20,18.2,17.8,20,20,18.9,18.5,18.5,18.2,19.7,20,19.7,20,18.2,18.2,18.2,18.9,18.5,17.8,20,20,18.2,18.5,18.9,18.2,18.9,18.2,17.5,18.9,17.5,18.2,18.9,14239788,16802950,33562,12,False
Club F MC 1,ClubF-MC-1,Example League,2024/25,Club F,MC,2495,31,0.082,0.077,0.137,0.697,0.321,0.074,0.16,0.136,1.18,1.18,0.7,0.8,6.1,0.764,0.15,2.177,1.405,0.783,2.065,1.236,1.377,8.6,5.676,2.016,0.012,0,0,0,19.2,18.1,18.8,18.8,19.7,18.5,19.2,19,18.5,19.2,20,18.8,18.1,20,17.8,20,19.2,18.8,18.1,20,18.1,17.8,17.8,20,18.5,20,20,20,19.2,19.2,19.2,18.1,17.8,18.8,20,18.1,19.2,17.8,18.1,19.2,18.1,19.2,18.5,18.1,18.5,19.2,18.1,14945400,16141032,35745,12,False
Club F MC 2,ClubF-MC-2,Example League,2024/25,Club F,MC,873,22,0.081,0.076,0.131,0.692,0.318,0.073,0.16,0.136,1.18,1.18,0.7,0.8,6.1,0.749,0.15,2.15,1.39,0.77,2.015,1.206,1.344,8.6,5.676,1.986,0.029,0,0,0,18.7,17.6,18.3,18.3,19.2,18,18.7,18.5,18,18.7,20,18.3,17.6,20,17.3,20,18.7,18.3,17.6,20,17.6,17.3,17.3,19.9,18,19.8,20,20,18.7,18.7,18.7,17.6,17.3,18.3,20,17.6,18.7,17.3,17.6,18.7,17.6,18.7,18,17.6,18,18.7,17.6,13400350,14472378,32867,18,False
Club F AML 1,ClubF-AML-1,Example League,2024/25,Club F,AML,2512,20,0.374,0.352,0.438,2.122,0.976,0.337,0.326,0.277,1.843,1.843,5.118,4.07,4.2,2.1,1.5,1.614,1.399,0.752,1.995,1.254,1.396,9.548,6.244,1.944,-0.03,0,0,0,19.5,20,20,20,18.8,18.8,17.5,19.8,18.8,17.5,20,19.1,16.4,20,19.8,19.5,19.5,20,18.4,19.1,18.4,20,19.8,20,18.8,18.4,20,19.1,20,20,19.5,18.4,19.8,20,19.5,18.4,19.5,19.8,18.4,19.5,18.4,19.5,18.8,18.4,18.8,19.5,18.4,18656588,20615530,37930,18,False
Club F AML 2,ClubF-AML-2,Example League,2024/25,Club F,AML,884,23,0.371,0.349,0.432,2.114,0.972,0.334,0.326,0.277,1.843,1.843,5.098,4.056,4.2,2.1,1.5,1.579,1.369,0.734,1.945,1.224,1.364,9.408,6.096,1.904,-0.03,0,0,0,19,20,20,19.6,18.3,18.3,17,19.3,18.3,17,20,18.6,15.9,20,19.3,19,19,19.6,17.9,18.6,17.9,20,19.3,20,18.3,17.9,20,18.6,20,20,19,17.9,19.3,20,19,17.9,19,19.3,17.9,19,17.9,19,18.3,17.9,18.3,19,17.9,15001788,16576976,34875,24,False
Club F AMC 1,ClubF-AMC-1,Example League,2024/25,Club F,AMC,2529,21,0.373,0.351,0.437,2.12,0.975,0.336,0.326,0.277,1.843,1.843,5.113,4.067,4.2,2.1,1.5,1.6,1.387,0.745,1.975,1.242,1.383,9.492,6.185,1.928,-0.03,0,0,0,19.3,20,20,19.9,18.6,18.6,17.3,19.6,18.6,17.3,20,18.9,16.2,20,19.6,19.3,19.3,19.9,18.2,18.9,18.2,20,19.6,20,18.6,18.2,20,18.9,20,20,19.3,18.2,19.6,20,19.3,18.2,19.3,19.6,18.2,19.3,18.2,19.3,18.6,18.2,18.6,19.3,18.2,17725150,20029420,37227,24,False
Club F AMC 2,ClubF-AMC-2,Example League,2024/25,Club F,AMC,895,24,0.37,0.348,0.429,2.109,0.97,0.333,0.326,0.277,1.843,1.843,5.089,4.049,4.2,2.1,1.5,1.565,1.357,0.727,1.925,1.212,1.351,9.352,6.038,1.888,-0.03,0,0,0,18.8,20,20,19.4,18.1,18.1,16.8,19.1,18.1,16.8,20,18.4,15.7,20,19.1,18.8,18.8,19.4,17.7,18.4,17.7,20,19.1,20,18.1,17.7,20,18.4,20,20,18.8,17.7,19.1,20,18.8,17.7,18.8,19.1,17.7,18.8,17.7,18.8,18.1,17.7,18.1,18.8,17.7,14133600,15970968,34178,30,False
Club F AMR 1,ClubF-AMR-1,Example League,2024/25,Club F,AMR,2546,22,0.372,0.35,0.434,2.116,0.973,0.335,0.326,0.277,1.843,1.843,5.103,4.06,4.2,2.1,1.5,1.58,1.369,0.735,1.95,1.23,1.37,9.436,6.115,1.906,-0.03,0,0,0,19,20,20,19.7,18.3,18.3,17,19.4,18.3,17,20,18.7,16,20,19.4,19,19,19.7,18,18.7,18,20,19.4,20,18.3,18,20,18.7,20,20,19,18,19.4,20,19,18,19,19.4,18,19,18,19,18.3,18,18.3,19,18,16808088,19413342,36526,30,False
Club F AMR 2,ClubF-AMR-2,Example League,2024/25,Club F,AMR,906,25,0.368,0.346,0.426,2.105,0.968,0.332,0.326,0.277,1.843,1.843,5.079,4.042,4.2,2.1,1.5,1.545,1.339,0.718,1.9,1.2,1.338,9.296,5.968,1.866,-0.03,0,0,0,18.5,20,20,19.2,17.8,17.8,16.5,18.9,17.8,16.5,20,18.2,15.5,20,18.9,18.5,18.5,19.2,17.5,18.2,17.5,20,18.9,20,17.8,17.5,20,18.2,20,20,18.5,17.5,18.9,20,18.5,17.5,18.5,18.9,17.5,18.5,17.5,18.5,17.8,17.5,17.8,18.5,17.5,13279788,15338155,33482,36,False
Club F ST 1,ClubF-ST-1,Example League,2024/25,Club F,ST,2563,23,0.54,0.508,0.604,3.128,1.439,0.486,0.14,0.119,0.919,0.919,7.32,4.5,0.6,1.305,0.1,1.514,1.294,0.702,1.975,1.35,1.5,9.268,6.117,1.83,0.089,0,0,0,18.5,19.2,18.1,20,20,17.8,19.5,18.8,17.8,15.5,18.5,18.1,16.2,18.1,18.8,20,18.5,20,19.2,18.1,19.2,18.8,18.8,20,14.8,19.2,17.8,18.1,20,18.5,18.5,20,18.8,20,18.5,20,18.5,18.8,19.2,18.5,19.2,18.5,17.8,19.2,17.8,18.5,19.2,18768372,22146679,36064,36,False
Club F ST 2,ClubF-ST-2,Example League,2024/25,Club F,ST,917,26,0.54,0.508,0.604,3.128,1.439,0.486,0.134,0.114,0.901,0.901,7.32,4.5,0.6,1.28,0.1,1.488,1.279,0.689,1.935,1.332,1.481,9.128,6.024,1.8,0.124,0,0,0,18,18.7,17.6,20,20,17.3,19,18.3,17.3,15,18,17.6,15.7,17.6,18.3,20,18,20,18.7,17.6,18.7,18.3,18.3,20,14.3,18.7,17.3,17.6,20,18,18,19.7,18.3,20,18,19.7,18,18.3,18.7,18,18.7,18,17.3,18.7,17.3,18,18.7,14679613,17321943,32973,12,False
Club G GK 1,ClubG-GK-1,Example League,2024/25,Club G,GK,2375,27,0,0,0.022,0,0,0,0.005,0.004,0.02,0.02,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,2.433,84,0.5,15.1,15.8,14.7,14.7,16.1,16.1,15.1,15.4,16.1,15.1,15.1,14.7,15.8,14.7,15.4,20,15.1,14.7,20,20,15.8,15.4,15.4,15.1,16.1,15.8,16.1,14.7,15.1,15.1,15.1,15.8,15.4,14.7,15.1,15.8,20,20,20,18.1,20,20,20,20,20,18.1,20,12147962,13423498,35387,18,False
Club G GK 2,ClubG-GK-2,Example League,2024/25,Club G,GK,790,30,0,0,0.018,0,0,0,0.005,0.004,0.02,0.02,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,2.488,84,0.5,14.6,15.3,14.2,14.2,15.6,15.6,14.6,14.9,15.6,14.6,14.6,14.2,15.3,14.2,14.9,20,14.6,14.2,20,20,15.3,14.9,14.9,14.6,15.6,15.3,15.6,14.2,14.6,14.6,14.6,15.3,14.9,14.2,14.6,15.3,20,20,20,17.6,20,20,20,20,20,17.6,20,9907394,10947670,32451,24,False
Club G DC 1,ClubG-DC-1,Example League,2024/25,Club G,DC,2392,28,0.035,0.033,0.069,0.3,0.128,0.032,0.048,0.041,0.15,0.15,0.25,0.2,3.612,0.05,0.03,2.25,2.05,1.52,3.4,2.45,2.5,7.984,5.269,2.1,0.18,0,0,0,18.2,18.9,14.8,14.8,17.5,17.5,20,18.5,17.5,20,19.2,17.8,20,17.8,18.5,20,20,17.8,20,18.8,18.9,15.5,18.5,18.2,20,18.9,17.5,17.8,18.2,18.2,18.2,20,18.5,18.8,18.2,20,18.2,18.5,18.9,18.2,18.9,18.2,17.5,18.9,17.5,18.2,18.9,14169150,16011140,34931,24,False
Club G DC 2,ClubG-DC-2,Example League,2024/25,Club G,DC,801,31,0.035,0.033,0.066,0.3,0.127,0.032,0.047,0.04,0.15,0.15,0.25,0.2,3.557,0.05,0.03,2.25,2.05,1.52,3.4,2.45,2.5,7.844,5.177,2.1,0.211,0,0,0,17.7,18.4,14.4,14.4,17,17,20,18.1,17,20,18.7,17.3,20,17.3,18.1,20,20,17.3,20,18.3,18.4,15.1,18.1,17.7,20,18.4,17,17.3,17.7,17.7,17.7,20,18.1,18.3,17.7,20,17.7,18.1,18.4,17.7,18.4,17.7,17,18.4,17,17.7,18.4,11500000,12995000,31958,30,False
Club G DL 1,ClubG-DL-1,Example League,2024/25,Club G,DL,2409,29,0.015,0.014,0.06,0.35,0.16,0.014,0.154,0.131,0.962,0.962,0.6,1.1,4.85,1.094,2.1,1.689,1.405,0.789,2.035,1.272,1.416,8.544,5.537,2.03,0.054,0,0,0,18,20,18.6,17.6,17.3,17.3,18,18.3,17.3,18,19,17.6,20,17.6,18.3,19,18,17.6,18.7,17.6,18.7,18.3,18.3,18,19.5,18.7,17.3,19.8,20,18,18,18.7,18.3,19.8,20,18.7,18,18.3,18.7,18,18.7,18,17.3,18.7,17.3,18,18.7,13538088,15636492,34253,30,False
Club G DL 2,ClubG-DL-2,Example League,2024/25,Club G,DL,812,20,0.015,0.014,0.056,0.35,0.158,0.014,0.151,0.128,0.953,0.953,0.6,1.1,4.775,1.074,2.1,1.663,1.375,0.776,1.985,1.242,1.383,8.404,5.395,2,0.089,0,0,0,17.5,20,18.1,17.1,16.8,16.8,17.5,17.8,16.8,17.5,18.5,17.1,20,17.1,17.8,18.5,17.5,17.1,18.2,17.1,18.2,17.8,17.8,17.5,19,18.2,16.8,19.3,19.7,17.5,17.5,18.2,17.8,19.3,19.7,18.2,17.5,17.8,18.2,17.5,18.2,17.5,16.8,18.2,16.8,17.5,18.2,12612188,14567077,31426,36,False
Club G DR 1,ClubG-DR-1,Example League,2024/25,Club G,DR,2426,30,0.015,0.014,0.065,0.35,0.161,0.014,0.158,0.134,0.973,0.973,0.6,1.1,4.94,1.122,2.1,1.719,1.438,0.804,2.095,1.308,1.455,8.6,5.635,2.064,0.008,0,0,0,18.6,20,19.3,18.3,17.9,17.9,18.6,19,17.9,18.6,19.6,18.3,20,18.3,19,19.6,18.6,18.3,19.3,18.3,19.3,19,19,18.6,20,19.3,17.9,20,20,18.6,18.6,19.3,19,20,20,19.3,18.6,19,19.3,18.6,19.3,18.6,17.9,19.3,17.9,18.6,19.3,15474400,18259792,36290,36,False
Club G DR 2,ClubG-DR-2,Example League,2024/25,Club G,DR,823,21,0.015,0.014,0.061,0.35,0.16,0.014,0.155,0.132,0.966,0.966,0.6,1.1,4.88,1.102,2.1,1.699,1.417,0.795,2.055,1.284,1.428,8.6,5.593,2.042,0.04,0,0,0,18.2,20,18.8,17.8,17.5,17.5,18.2,18.5,17.5,18.2,19.2,17.8,20,17.8,18.5,19.2,18.2,17.8,18.9,17.8,18.9,18.5,18.5,18.2,19.7,18.9,17.5,20,20,18.2,18.2,18.9,18.5,20,20,18.9,18.2,18.5,18.9,18.2,18.9,18.2,17.5,18.9,17.5,18.2,18.9,14118750,16660125,33427,12,False
Club G DM 1,ClubG-DM-1,Example League,2024/25,Club G,DM,2443,31,0.076,0.071,0.124,0.677,0.311,0.068,0.159,0.135,1.178,1.178,0.7,0.8,6.1,0.743,0.15,2.248,1.447,0.819,2.155,1.296,1.442,8.6,5.676,2.098,0.036,0,0,0,18.4,19.1,18.1,18.1,17.7,17.7,18.4,18.8,17.7,20,20,18.1,20,20,18.8,20,18.4,18.1,20,20,19.1,18.8,18.8,18.4,19.9,20,19.9,20,18.4,18.4,18.4,19.1,18.8,18.1,20,20,18.4,18.8,19.1,18.4,19.1,18.4,17.7,19.1,17.7,18.4,19.1,14814587,15999754,35610,12,False
Club G DM 2,ClubG-DM-2,Example League,2024/25,Club G,DM,834,22,0.073,0.068,0.117,0.668,0.304,0.065,0.156,0.133,1.169,1.169,0.7,0.8,6.1,0.728,0.15,2.24,1.432,0.815,2.13,1.266,1.409,8.544,5.639,2.088,0.054,0,0,0,17.9,18.6,17.6,17.6,17.2,17.2,17.9,18.3,17.2,20,20,17.6,20,19.8,18.3,20,17.9,17.6,20,19.8,18.6,18.3,18.3,17.9,19.4,20,19.4,19.8,17.9,17.9,17.9,18.6,18.3,17.6,20,20,17.9,18.3,18.6,17.9,18.6,17.9,17.2,18.6,17.2,17.9,18.6,13282188,14344763,32732,18,False
Club G MC 1,ClubG-MC-1,Example League,2024/25,Club G,MC,2460,20,0.082,0.077,0.134,0.695,0.319,0.073,0.16,0.136,1.18,1.18,0.7,0.8,6.1,0.755,0.15,2.161,1.396,0.775,2.035,1.218,1.357,8.6,5.676,1.998,0.022,0,0,0,18.9,17.8,18.5,18.5,19.4,18.2,18.9,18.7,18.2,18.9,20,18.5,17.8,20,17.5,20,18.9,18.5,17.8,20,17.8,17.5,17.5,20,18.2,20,20,20,18.9,18.9,18.9,17.8,17.5,18.5,20,17.8,18.9,17.5,17.8,18.9,17.8,18.9,18.2,17.8,18.2,18.9,17.8,15849150,17513311,35071,18,False
Club G MC 2,ClubG-MC-2,Example League,2024/25,Club G,MC,845,23,0.079,0.074,0.128,0.687,0.316,0.071,0.159,0.135,1.178,1.178,0.7,0.8,6.1,0.743,0.15,2.135,1.381,0.762,1.985,1.188,1.325,8.6,5.676,1.968,0.036,0,0,0,18.4,17.3,18.1,18.1,18.9,17.7,18.4,18.2,17.7,18.4,20,18.1,17.3,20,17,20,18.4,18.1,17.3,20,17.3,17,17,19.6,17.7,19.5,19.9,20,18.4,18.4,18.4,17.3,17,18.1,20,17.3,18.4,17,17.3,18.4,17.3,18.4,17.7,17.3,17.7,18.4,17.3,12460000,13768300,32038,24,False
Club G AML 1,ClubG-AML-1,Example League,2024/25,Club G,AML,2477,21,0.367,0.345,0.423,2.101,0.966,0.33,0.325,0.276,1.839,1.839,5.069,4.035,4.2,2.1,1.488,1.531,1.327,0.711,1.88,1.188,1.325,9.24,5.91,1.85,-0.03,0,0,0,18.3,19.8,20,19,17.6,17.6,16.3,18.7,17.6,16.3,20,18,15.3,20,18.7,18.3,18.3,19,17.3,18,17.3,20,18.7,20,17.6,17.3,20,18,20,20,18.3,17.3,18.7,20,18.3,17.3,18.3,18.7,17.3,18.3,17.3,18.3,17.6,17.3,17.6,18.3,17.3,14978088,16925239,34373,24,False
Club G AML 2,ClubG-AML-2,Example League,2024/25,Club G,AML,856,24,0.364,0.342,0.416,2.091,0.962,0.327,0.318,0.271,1.819,1.819,5.045,4.018,4.2,2.1,1.458,1.496,1.297,0.693,1.83,1.158,1.292,9.1,5.766,1.81,-0.03,0,0,0,17.8,19.3,20,18.5,17.1,17.1,15.8,18.2,17.1,15.8,20,17.5,14.8,20,18.2,17.8,17.8,18.5,16.8,17.5,16.8,20,18.2,20,17.1,16.8,19.6,17.5,20,20,17.8,16.8,18.2,20,17.8,16.8,17.8,18.2,16.8,17.8,16.8,17.8,17.1,16.8,17.1,17.8,16.8,11652188,13166972,31346,30,False
Club G AMC 1,ClubG-AMC-1,Example League,2024/25,Club G,AMC,2494,22,0.371,0.349,0.432,2.114,0.972,0.334,0.326,0.277,1.843,1.843,5.098,4.056,4.2,2.1,1.5,1.579,1.369,0.734,1.945,1.224,1.364,9.408,6.096,1.904,-0.03,0,0,0,19,20,20,19.6,18.3,18.3,17,19.3,18.3,17,20,18.6,15.9,20,19.3,19,19,19.6,17.9,18.6,17.9,20,19.3,20,18.3,17.9,20,18.6,20,20,19,17.9,19.3,20,19,17.9,19,19.3,17.9,19,17.9,19,18.3,17.9,18.3,19,17.9,16674400,19258932,36390,30,False
Club G AMC 2,ClubG-AMC-2,Example League,2024/25,Club G,AMC,867,25,0.368,0.346,0.426,2.105,0.968,0.332,0.326,0.277,1.843,1.843,5.079,4.042,4.2,2.1,1.5,1.545,1.339,0.718,1.9,1.2,1.338,9.296,5.968,1.866,-0.03,0,0,0,18.5,20,20,19.2,17.8,17.8,16.5,18.9,17.8,16.5,20,18.2,15.5,20,18.9,18.5,18.5,19.2,17.5,18.2,17.5,20,18.9,20,17.8,17.5,20,18.2,20,20,18.5,17.5,18.9,20,18.5,17.5,18.5,18.9,17.5,18.5,17.5,18.5,17.8,17.5,17.8,18.5,17.5,13158750,15198356,33347,36,False
Club G AMR 1,ClubG-AMR-1,Example League,2024/25,Club G,AMR,2511,23,0.37,0.348,0.429,2.109,0.97,0.333,0.326,0.277,1.843,1.843,5.089,4.049,4.2,2.1,1.5,1.565,1.357,0.727,1.925,1.212,1.351,9.352,6.038,1.888,-0.03,0,0,0,18.8,20,20,19.4,18.1,18.1,16.8,19.1,18.1,16.8,20,18.4,15.7,20,19.1,18.8,18.8,19.4,17.7,18.4,17.7,20,19.1,20,18.1,17.7,20,18.4,20,20,18.8,17.7,19.1,20,18.8,17.7,18.8,19.1,17.7,18.8,17.7,18.8,18.1,17.7,18.1,18.8,17.7,15774587,18614013,35690,36,False
Club G AMR 2,ClubG-AMR-2,Example League,2024/25,Club G,AMR,878,26,0.366,0.344,0.422,2.099,0.965,0.33,0.324,0.275,1.836,1.836,5.064,4.032,4.2,2.1,1.482,1.53,1.327,0.71,1.875,1.182,1.318,9.212,5.892,1.848,-0.03,0,0,0,18.3,19.7,20,18.9,17.6,17.6,16.3,18.6,17.6,16.3,20,17.9,15.2,20,18.6,18.3,18.3,18.9,17.2,17.9,17.2,20,18.6,20,17.6,17.2,20,17.9,20,20,18.3,17.2,18.6,20,18.3,17.2,18.3,18.6,17.2,18.3,17.2,18.3,17.6,17.2,17.6,18.3,17.2,12322188,14540182,32652,12,False
Club G ST 1,ClubG-ST-1,Example League,2024/25,Club G,ST,2528,24,0.54,0.508,0.604,3.128,1.439,0.486,0.136,0.116,0.909,0.909,7.32,4.5,0.6,1.29,0.1,1.498,1.285,0.694,1.955,1.344,1.493,9.184,6.061,1.812,0.11,0,0,0,18.2,18.9,17.8,20,20,17.5,19.2,18.5,17.5,15.2,18.2,17.8,15.9,17.8,18.5,20,18.2,20,18.9,17.8,18.9,18.5,18.5,20,14.5,18.9,17.5,17.8,20,18.2,18.2,19.9,18.5,20,18.2,19.9,18.2,18.5,18.9,18.2,18.9,18.2,17.5,18.9,17.5,18.2,18.9,17569197,18974733,35214,12,False
Club G ST 2,ClubG-ST-2,Example League,2024/25,Club G,ST,889,27,0.54,0.508,0.604,3.128,1.439,0.486,0.13,0.111,0.891,0.891,7.32,4.5,0.6,1.265,0.1,1.472,1.27,0.681,1.905,1.314,1.461,9.044,5.969,1.782,0.145,0,0,0,17.7,18.4,17.3,20,20,17,18.7,18.1,17,14.7,17.7,17.3,15.4,17.3,18.1,20,17.7,20,18.4,17.3,18.4,18.1,18.1,20,14,18.4,17,17.3,20,17.7,17.7,19.4,18.1,20,17.7,19.4,17.7,18.1,18.4,17.7,18.4,17.7,17,18.4,17,17.7,18.4,13570000,14655600,32131,18,False
Club H GK 1,ClubH-GK-1,Example League,2024/25,Club H,GK,2340,28,0,0,0.019,0,0,0,0.005,0.004,0.02,0.02,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,2.448,84,0.5,14.8,15.5,14.4,14.4,15.8,15.8,14.8,15.1,15.8,14.8,14.8,14.4,15.5,14.4,15.1,20,14.8,14.4,20,20,15.5,15.1,15.1,14.8,15.8,15.5,15.8,14.4,14.8,14.8,14.8,15.5,15.1,14.4,14.8,15.5,20,20,20,17.8,20,20,20,20,20,17.8,20,11514266,13011121,34585,24,False
Club H GK 2,ClubH-GK-2,Example League,2024/25,Club H,GK,762,31,0,0,0.016,0,0,0,0.005,0.004,0.02,0.02,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,2.503,84,0.5,14.3,15,14,14,15.4,15.4,14.3,14.7,15.4,14.3,14.3,14,15,14,14.7,20,14.3,14,20,20,15,14.7,14.7,14.3,15.4,15,15.4,14,14.3,14.3,14.3,15,14.7,14,14.3,15,20,20,20,17.3,20,20,20,20,20,17.3,20,9335936,10549608,31653,30,False
Club H DC 1,ClubH-DC-1,Example League,2024/25,Club H,DC,2357,29,0.035,0.033,0.068,0.3,0.128,0.032,0.048,0.041,0.15,0.15,0.25,0.2,3.579,0.05,0.03,2.25,2.05,1.52,3.4,2.45,2.5,7.928,5.232,2.1,0.198,0,0,0,17.9,18.6,14.6,14.6,17.2,17.2,20,18.3,17.2,20,18.9,17.6,20,17.6,18.3,20,20,17.6,20,18.6,18.6,15.3,18.3,17.9,20,18.6,17.2,17.6,17.9,17.9,17.9,20,18.3,18.6,17.9,20,17.9,18.3,18.6,17.9,18.6,17.9,17.2,18.6,17.2,17.9,18.6,13413600,15492708,34118,30,False
Club H DC 2,ClubH-DC-2,Example League,2024/25,Club H,DC,773,20,0.035,0.033,0.064,0.3,0.126,0.032,0.047,0.04,0.15,0.15,0.25,0.2,3.524,0.05,0.03,2.245,2.041,1.517,3.4,2.45,2.5,7.788,5.14,2.094,0.232,0,0,0,17.4,18.1,14.1,14.1,16.7,16.7,20,17.8,16.7,20,18.4,17.1,20,17.1,17.8,20,20,17.1,20,18.1,18.1,14.8,17.8,17.4,19.7,18.1,16.7,17.1,17.4,17.4,17.4,20,17.8,18.1,17.4,20,17.4,17.8,18.1,17.4,18.1,17.4,16.7,18.1,16.7,17.4,18.1,12500350,14437904,31292,36,False
